Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations,,,
120144,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Healthy,Yes,3,Other,Gangster,Taste/flavor preference,Healthier alternatives,Sugar,Yes,Not Sure,Online ads,Collectible packaging,Yes,100-150,Supermarkets,Studying/working late,,,
120145,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Effective,Yes,2,Health concerns,Blue Bull,Other,Wider range of flavors,Guarana,No,Not Sure,TV commercials,Compact and portable cans,Not Sure,Above 150,Gyms and fitness centers,Studying/working late,,,
120146,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Effective,No,4,Unfamiliar with the brand,Cola-Coka,Brand reputation,Other,Sugar,Yes,No,Print media,Collectible packaging,No,50-99,Online retailers,Studying/working late,,,
120147,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Effective,No,4,Not available locally,Blue Bull,Availability,Wider range of flavors,Caffeine,Yes,Not Sure,Outdoor billboards,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late,,,
120148,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,No,4,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,No,TV commercials,Collectible packaging,No,Below 50,Supermarkets,Studying/working late,,,
120149,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Not sure,No,1,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Healthier alternatives,Vitamins,No,Yes,Outdoor billboards,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late,,,
120150,Rarely,For mental alertness,To combat fatigue,No,Positive,Healthy,No,4,Not available locally,Others,Other,Reduced sugar content,Vitamins,No,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Online retailers,Studying/working late,,,
120151,Once a week,Before exercise,Increased energy and focus,No,Negative,Healthy,Yes,3,Not interested in energy drinks,Sky 9,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Outdoor billboards,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
120152,Once a week,Throughout the day,To combat fatigue,No,Neutral,Healthy,No,3,Unfamiliar with the brand,Cola-Coka,Availability,Healthier alternatives,Sugar,Yes,Not Sure,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Studying/working late,,,
120153,2-3 times a week,Before exercise,To combat fatigue,No,Positive,Healthy,Yes,3,Not available locally,Bepsi,Availability,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Other,No,50-99,Supermarkets,Studying/working late,,,
120154,Rarely,Before exercise,To combat fatigue,Yes,Neutral,Dangerous,No,4,Not interested in energy drinks,Bepsi,Effectiveness,More natural ingredients,Guarana,No,Yes,Online ads,Innovative bottle design,Yes,Below 50,Local stores,Studying/working late,,,
120155,Once a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,Yes,3,Unfamiliar with the brand,Blue Bull,Brand reputation,Wider range of flavors,Sugar,No,No,Outdoor billboards,Eco-friendly design,Yes,100-150,Online retailers,Studying/working late,,,
120156,2-3 times a week,Throughout the day,To combat fatigue,No,Neutral,Effective,Yes,4,Health concerns,Bepsi,Effectiveness,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
120157,2-3 times a week,Before exercise,To combat fatigue,No,Negative,Dangerous,Yes,3,Other,Others,Taste/flavor preference,Healthier alternatives,Guarana,Yes,Yes,Other,Innovative bottle design,Yes,50-99,Local stores,Studying/working late,,,
120158,Once a week,Before exercise,To combat fatigue,No,Neutral,Effective,No,5,Health concerns,Sky 9,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
120159,Daily,Before exercise,To enhance sports performance,Yes,Negative,Effective,Yes,3,Not available locally,Bepsi,Availability,More natural ingredients,Caffeine,No,Not Sure,Print media,Collectible packaging,No,Below 50,Supermarkets,Studying/working late,,,
120160,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Healthy,No,3,Other,Gangster,Effectiveness,More natural ingredients,Vitamins,No,Not Sure,Print media,Eco-friendly design,Yes,100-150,Supermarkets,Studying/working late,,,
120161,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Healthy,No,1,Not available locally,Gangster,Other,Reduced sugar content,Vitamins,No,No,Online ads,Innovative bottle design,No,100-150,Online retailers,Studying/working late,,,
120162,Rarely,Before exercise,To combat fatigue,Yes,Positive,Healthy,No,1,Not interested in energy drinks,Gangster,Brand reputation,Healthier alternatives,Vitamins,No,Yes,TV commercials,Compact and portable cans,No,100-150,Local stores,Studying/working late,,,
120163,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,No,3,Not available locally,Cola-Coka,Taste/flavor preference,Other,Caffeine,Yes,Not Sure,Other,Collectible packaging,No,100-150,Supermarkets,Studying/working late,,,
120164,Once a week,To stay awake during work/study,To boost performance,Yes,Neutral,Dangerous,No,3,Health concerns,Blue Bull,Availability,Wider range of flavors,Caffeine,No,No,Outdoor billboards,Collectible packaging,Not Sure,50-99,Other,Studying/working late,,,
120165,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Effective,No,3,Not interested in energy drinks,Gangster,Availability,More natural ingredients,Sugar,Yes,No,Online ads,Compact and portable cans,Not Sure,50-99,Local stores,Studying/working late,,,
120166,Rarely,Before exercise,To combat fatigue,No,Positive,Effective,No,5,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Not Sure,Other,Eco-friendly design,No,Below 50,Supermarkets,Studying/working late,,,
120167,2-3 times a month,Before exercise,To combat fatigue,Yes,Positive,Dangerous,No,5,Not interested in energy drinks,Blue Bull,Availability,Reduced sugar content,Sugar,Yes,Yes,Online ads,Eco-friendly design,Yes,100-150,Supermarkets,Studying/working late,,,
120168,Daily,Before exercise,To boost performance,Yes,Neutral,Healthy,No,5,Health concerns,Gangster,Availability,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late,,,
120169,Daily,Before exercise,To enhance sports performance,No,Neutral,Healthy,Yes,2,Not interested in energy drinks,Cola-Coka,Availability,Wider range of flavors,Vitamins,No,No,Online ads,Collectible packaging,No,50-99,Supermarkets,Studying/working late,,,
120170,2-3 times a week,To stay awake during work/study,Other,No,Negative,Effective,No,5,Not interested in energy drinks,Others,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Other,Other,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
120171,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Negative,Dangerous,No,2,Other,Blue Bull,Brand reputation,More natural ingredients,Caffeine,No,No,TV commercials,Compact and portable cans,Yes,100-150,Online retailers,Studying/working late,,,
120172,2-3 times a month,Throughout the day,To boost performance,No,Negative,Effective,No,4,Not interested in energy drinks,CodeX,Brand reputation,More natural ingredients,Guarana,No,No,TV commercials,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
120174,2-3 times a week,For mental alertness,To boost performance,Yes,Neutral,Healthy,No,2,Health concerns,CodeX,Availability,More natural ingredients,Vitamins,Yes,Yes,Print media,Eco-friendly design,Not Sure,50-99,Gyms and fitness centers,Studying/working late,,,
120175,Daily,To stay awake during work/study,To combat fatigue,Yes,Positive,Not sure,No,2,Health concerns,Cola-Coka,Brand reputation,Reduced sugar content,Sugar,Yes,No,TV commercials,Eco-friendly design,Yes,Above 150,Supermarkets,Studying/working late,,,
120176,2-3 times a month,To stay awake during work/study,To boost performance,No,Neutral,Not sure,Yes,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Healthier alternatives,Guarana,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,Above 150,Online retailers,Studying/working late,,,
120177,Rarely,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,Yes,4,Not available locally,Blue Bull,Brand reputation,Healthier alternatives,Guarana,No,Not Sure,TV commercials,Compact and portable cans,Not Sure,50-99,Local stores,Studying/working late,,,
120178,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Negative,Healthy,No,3,Health concerns,CodeX,Availability,Wider range of flavors,Vitamins,No,Yes,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late,,,
120179,Rarely,Throughout the day,To combat fatigue,No,Positive,Dangerous,Yes,2,Not interested in energy drinks,Others,Availability,Reduced sugar content,Caffeine,Yes,No,TV commercials,Other,Not Sure,50-99,Supermarkets,Studying/working late,,,
120180,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,No,3,Health concerns,Cola-Coka,Other,Other,Caffeine,Yes,No,TV commercials,Compact and portable cans,Not Sure,Below 50,Online retailers,Studying/working late,,,
120181,Once a week,Before exercise,To enhance sports performance,No,Neutral,Effective,Yes,1,Health concerns,Cola-Coka,Effectiveness,Wider range of flavors,Vitamins,Yes,No,TV commercials,Innovative bottle design,No,100-150,Online retailers,Studying/working late,,,
120182,2-3 times a month,Throughout the day,Increased energy and focus,Yes,Negative,Effective,Yes,2,Health concerns,Cola-Coka,Taste/flavor preference,Reduced sugar content,Vitamins,No,Yes,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late,,,
120183,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Not sure,Yes,2,Unfamiliar with the brand,Cola-Coka,Availability,Wider range of flavors,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late,,,
120184,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Healthy,No,5,Health concerns,CodeX,Effectiveness,Wider range of flavors,Caffeine,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,Below 50,Supermarkets,Studying/working late,,,
120185,2-3 times a week,For mental alertness,To boost performance,Yes,Positive,Not sure,No,4,Not interested in energy drinks,CodeX,Effectiveness,Wider range of flavors,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Online retailers,Studying/working late,,,
120186,Once a week,To stay awake during work/study,To enhance sports performance,No,Positive,Healthy,Yes,4,Not available locally,Others,Brand reputation,Reduced sugar content,Sugar,Yes,Yes,Other,Innovative bottle design,Not Sure,50-99,Local stores,Studying/working late,,,
120187,Daily,Before exercise,Increased energy and focus,Yes,Positive,Healthy,Yes,4,Not interested in energy drinks,Gangster,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late,,,
120188,2-3 times a week,Throughout the day,To combat fatigue,Yes,Neutral,Effective,No,3,Health concerns,Bepsi,Taste/flavor preference,Wider range of flavors,Guarana,Yes,Not Sure,Online ads,Compact and portable cans,No,Above 150,Other,Studying/working late,,,
120189,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Dangerous,Yes,1,Health concerns,Gangster,Availability,Wider range of flavors,Sugar,No,No,Online ads,Other,No,100-150,Supermarkets,Studying/working late,,,
120190,Daily,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Effective,No,4,Unfamiliar with the brand,Blue Bull,Taste/flavor preference,Reduced sugar content,Guarana,No,Yes,Online ads,Eco-friendly design,Yes,100-150,Local stores,Studying/working late,,,
120191,Rarely,For mental alertness,Increased energy and focus,Yes,Positive,Not sure,No,3,Unfamiliar with the brand,Blue Bull,Effectiveness,Healthier alternatives,Sugar,Yes,Yes,Other,Collectible packaging,Yes,50-99,Online retailers,Studying/working late,,,
120192,Once a week,To stay awake during work/study,To enhance sports performance,No,Positive,Effective,No,5,Other,Bepsi,Brand reputation,More natural ingredients,Sugar,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late,,,
120193,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,4,Not interested in energy drinks,Bepsi,Taste/flavor preference,Other,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late,,,
120194,2-3 times a month,To stay awake during work/study,Other,No,Negative,Effective,Yes,2,Other,Blue Bull,Taste/flavor preference,More natural ingredients,Vitamins,Yes,Not Sure,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late,,,
120195,Rarely,Before exercise,To enhance sports performance,Yes,Neutral,Healthy,Yes,2,Not interested in energy drinks,Bepsi,Taste/flavor preference,Healthier alternatives,Guarana,Yes,No,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late,,,
120196,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,Yes,4,Not interested in energy drinks,Blue Bull,Other,Wider range of flavors,Sugar,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late,,,
120197,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,No,3,Not interested in energy drinks,Gangster,Effectiveness,Wider range of flavors,Sugar,Yes,Yes,Print media,Collectible packaging,Not Sure,50-99,Online retailers,Studying/working late,,,
120198,Daily,Before exercise,To enhance sports performance,No,Negative,Effective,Yes,5,Unfamiliar with the brand,Blue Bull,Taste/flavor preference,More natural ingredients,Vitamins,Yes,Not Sure,Outdoor billboards,Eco-friendly design,Not Sure,50-99,Supermarkets,Studying/working late,,,
120199,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,No,5,Health concerns,Sky 9,Effectiveness,More natural ingredients,Caffeine,No,Not Sure,Online ads,Compact and portable cans,Yes,Above 150,Online retailers,Studying/working late,,,
120200,Daily,For mental alertness,To boost performance,Yes,Neutral,Healthy,Yes,2,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Studying/working late,,,
120201,Once a week,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,1,Health concerns,Sky 9,Availability,Healthier alternatives,Caffeine,No,Yes,Online ads,Innovative bottle design,No,50-99,Local stores,Studying/working late,,,
